

TrainId=5 Delay=505 FreeRun=10588 	Final Delay=1860
T12 Train24 AimedDepartureTime=18119 WaitTime=0 BaseTime=18119 RunTime=88	OptSolTime=18119
T11 Train24 AimedDepartureTime=18207 WaitTime=0 BaseTime=18207 RunTime=81	OptSolTime=18207
T10 Train24 AimedDepartureTime=18288 WaitTime=0 BaseTime=18288 RunTime=240	OptSolTime=18288
T9 Train24 AimedDepartureTime=18528 WaitTime=0 BaseTime=18528 RunTime=85	OptSolTime=18528
T8 Train24 AimedDepartureTime=18613 WaitTime=0 BaseTime=18613 RunTime=77	OptSolTime=18613
T7 Train24 AimedDepartureTime=18690 WaitTime=0 BaseTime=18690 RunTime=56	OptSolTime=18690
T5 Train24 AimedDepartureTime=18746 WaitTime=0 BaseTime=18746 RunTime=29	OptSolTime=18746
T3 Train24 AimedDepartureTime=18775 WaitTime=0 BaseTime=18775 RunTime=121	OptSolTime=18775
T1 Train24 AimedDepartureTime=18896 WaitTime=0 BaseTime=18896 RunTime=121	OptSolTime=18896

TrainId=25 Delay=0 FreeRun=13186 	Final Delay=0
T1 Train25 AimedDepartureTime=10246 WaitTime=0 BaseTime=10246 RunTime=141	OptSolTime=10246
T2 Train25 AimedDepartureTime=10387 WaitTime=0 BaseTime=10387 RunTime=142	OptSolTime=10387
T4 Train25 AimedDepartureTime=10529 WaitTime=0 BaseTime=10529 RunTime=45	OptSolTime=10529
T6 Train25 AimedDepartureTime=10574 WaitTime=0 BaseTime=10574 RunTime=92	OptSolTime=10574
T8 Train25 AimedDepartureTime=10666 WaitTime=0 BaseTime=10666 RunTime=100	OptSolTime=10666
T9 Train25 AimedDepartureTime=10766 WaitTime=0 BaseTime=10766 RunTime=140	OptSolTime=10766
T10 Train25 AimedDepartureTime=10906 WaitTime=0 BaseTime=10906 RunTime=240	OptSolTime=10906
T11 Train25 AimedDepartureTime=11146 WaitTime=0 BaseTime=11146 RunTime=83	OptSolTime=11146
T12 Train25 AimedDepartureTime=11229 WaitTime=0 BaseTime=11229 RunTime=97	OptSolTime=11229
T13 Train25 AimedDepartureTime=11326 WaitTime=0 BaseTime=11326 RunTime=240	OptSolTime=11326
T14 Train25 AimedDepartureTime=11566 WaitTime=0 BaseTime=11566 RunTime=180	OptSolTime=11566
T15 Train25 AimedDepartureTime=11746 WaitTime=0 BaseTime=11746 RunTime=111	OptSolTime=11746
T16 Train25 AimedDepartureTime=11857 WaitTime=0 BaseTime=11857 RunTime=69	OptSolTime=11857
T17 Train25 AimedDepartureTime=11926 WaitTime=0 BaseTime=11926 RunTime=240	OptSolTime=11926
T18 Train25 AimedDepartureTime=12166 WaitTime=0 BaseTime=12166 RunTime=180	OptSolTime=12166
T19 Train25 AimedDepartureTime=12346 WaitTime=0 BaseTime=12346 RunTime=180	OptSolTime=12346
T20 Train25 AimedDepartureTime=12526 WaitTime=0 BaseTime=12526 RunTime=112	OptSolTime=12526
T21 Train25 AimedDepartureTime=12638 WaitTime=0 BaseTime=12638 RunTime=148	OptSolTime=12638
T22 Train25 AimedDepartureTime=12946 WaitTime=160 BaseTime=12946 RunTime=240	OptSolTime=12946
T23 Train25 AimedDepartureTime=13186 WaitTime=0 BaseTime=13186 RunTime=240	OptSolTime=13186

TrainId=26 Delay=0 FreeRun=19236 	Final Delay=0
T1 Train26 AimedDepartureTime=12286 WaitTime=0 BaseTime=12286 RunTime=140	OptSolTime=12286
T2 Train26 AimedDepartureTime=12426 WaitTime=0 BaseTime=12426 RunTime=140	OptSolTime=12426
T4 Train26 AimedDepartureTime=12586 WaitTime=20 BaseTime=12586 RunTime=50	OptSolTime=12586
T6 Train26 AimedDepartureTime=12636 WaitTime=0 BaseTime=12636 RunTime=100	OptSolTime=12636
T8 Train26 AimedDepartureTime=12766 WaitTime=30 BaseTime=12766 RunTime=90	OptSolTime=12766
T9 Train26 AimedDepartureTime=12886 WaitTime=30 BaseTime=12886 RunTime=150	OptSolTime=12886
T10 Train26 AimedDepartureTime=13066 WaitTime=30 BaseTime=13066 RunTime=300	OptSolTime=13066
T11 Train26 AimedDepartureTime=13366 WaitTime=0 BaseTime=13366 RunTime=40	OptSolTime=13366
T12 Train26 AimedDepartureTime=13426 WaitTime=20 BaseTime=13426 RunTime=160	OptSolTime=13426
T13 Train26 AimedDepartureTime=13606 WaitTime=20 BaseTime=13606 RunTime=270	OptSolTime=13606
T14 Train26 AimedDepartureTime=13906 WaitTime=30 BaseTime=13906 RunTime=270	OptSolTime=13906
T15 Train26 AimedDepartureTime=14206 WaitTime=30 BaseTime=14206 RunTime=100	OptSolTime=14206
T16 Train26 AimedDepartureTime=14326 WaitTime=20 BaseTime=14326 RunTime=150	OptSolTime=14326
T17 Train26 AimedDepartureTime=14506 WaitTime=30 BaseTime=14506 RunTime=240	OptSolTime=14506
T18 Train26 AimedDepartureTime=14746 WaitTime=0 BaseTime=14746 RunTime=180	OptSolTime=14746
T19 Train26 AimedDepartureTime=14926 WaitTime=0 BaseTime=14926 RunTime=180	OptSolTime=14926
T20 Train26 AimedDepartureTime=15106 WaitTime=0 BaseTime=15106 RunTime=30	OptSolTime=15106
T21 Train26 AimedDepartureTime=15166 WaitTime=30 BaseTime=15166 RunTime=240	OptSolTime=15166
T22 Train26 AimedDepartureTime=15406 WaitTime=0 BaseTime=15406 RunTime=210	OptSolTime=15406
T23 Train26 AimedDepartureTime=15646 WaitTime=30 BaseTime=15646 RunTime=270	OptSolTime=15646
T24 Train26 AimedDepartureTime=15946 WaitTime=30 BaseTime=15946 RunTime=170	OptSolTime=15946
T25 Train26 AimedDepartureTime=16126 WaitTime=10 BaseTime=16126 RunTime=450	OptSolTime=16126
T26 Train26 AimedDepartureTime=16606 WaitTime=30 BaseTime=16606 RunTime=120	OptSolTime=16606
T27 Train26 AimedDepartureTime=16726 WaitTime=0 BaseTime=16726 RunTime=120	OptSolTime=16726
T28 Train26 AimedDepartureTime=16906 WaitTime=60 BaseTime=16906 RunTime=410	OptSolTime=16906
T29 Train26 AimedDepartureTime=17326 WaitTime=10 BaseTime=17326 RunTime=930	OptSolTime=17326
T30 Train26 AimedDepartureTime=18286 WaitTime=30 BaseTime=18286 RunTime=290	OptSolTime=18286
T31 Train26 AimedDepartureTime=18586 WaitTime=10 BaseTime=18586 RunTime=270	OptSolTime=18586
T32 Train26 AimedDepartureTime=18886 WaitTime=30 BaseTime=18886 RunTime=350	OptSolTime=18886
T33 Train26 AimedDepartureTime=19236 WaitTime=0 BaseTime=19236 RunTime=250	OptSolTime=19236
